分類コード,区分名称,診療行為コード,診療行為,点数,総計,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
D014,自己抗体検査,160054310,抗ＤＮＡ抗体定性,172,59000,4907,5008,4820,5441,4988,4521,4950,4856,4739,5362,4605,4803
D014,自己抗体検査,160054510,抗ミトコンドリア抗体定性,191,30768,2536,2623,2579,2817,2748,2481,2778,2433,2516,2497,2230,2530
D014,自己抗体検査,160118410,抗アセチルコリンレセプター抗体（抗ＡＣｈＲ抗体）,847,15407,1223,1268,1361,1416,1279,1242,1351,1253,1238,1343,1214,1219
D014,自己抗体検査,160119210,Ｃ１ｑ結合免疫複合体,161,14667,1369,1239,1202,1333,1232,1169,1181,1208,1145,1176,1178,1235
D014,自己抗体検査,160121210,抗核抗体（蛍光抗体法を除く。）,110,131546,10965,11233,11008,11815,11356,10425,11081,10644,10736,11681,10139,10463
D014,自己抗体検査,160141750,抗サイログロブリン抗体,144,66990,5565,5507,5701,6123,5591,5147,5542,5540,5422,5787,5328,5737
D014,自己抗体検査,160143750,モノクローナルＲＦ結合免疫複合体,194,763,67,75,83,77,57,54,57,57,52,47,77,60
D014,自己抗体検査,160145510,抗ＲＮＰ抗体定性,144,25822,2169,2260,2146,2291,1992,1949,2126,2083,2189,2438,2076,2103
D014,自己抗体検査,160145710,抗Ｓｍ抗体定性,155,25129,2114,2180,2031,2240,2002,1939,2088,2073,2059,2357,1984,2062
D014,自己抗体検査,160145910,抗ＳＳ－Ａ／Ｒｏ抗体定性,163,54475,4465,4591,4417,4846,4552,4181,4526,4450,4462,5058,4373,4554
D014,自己抗体検査,160146010,抗Ｓｃｌ－７０抗体定性,162,21770,1840,1909,1734,1855,1682,1576,1778,1797,1819,2116,1802,1862
D014,自己抗体検査,160146110,抗ＳＳ－Ｂ／Ｌａ抗体定性,161,41158,3388,3446,3361,3677,3383,3124,3465,3447,3382,3755,3297,3433
D014,自己抗体検査,160151650,ＩｇＧ型リウマトイド因子,203,7336,682,664,603,597,599,555,583,626,595,670,578,584
D014,自己抗体検査,160152050,抗Ｊｏ－１抗体定性,144,14474,1305,1296,1227,1295,1148,1098,1219,1103,1143,1352,1112,1176
D014,自己抗体検査,160153950,抗好中球細胞質抗体（ＡＮＣＡ）定性,290,56649,4853,4941,4599,5023,4783,4430,4689,4652,4682,5137,4393,4467
D014,自己抗体検査,160154350,抗カルジオリピンβ２グリコプロテインＩ複合体抗体,223,23090,1896,1936,1918,2106,1908,1812,1925,1934,1910,2068,1845,1832
D014,自己抗体検査,160157450,抗甲状腺ペルオキシダーゼ抗体,146,75415,6342,6241,6362,6932,6285,5799,6271,6147,6147,6552,5973,6364
D014,自己抗体検査,160162550,甲状腺刺激抗体（ＴＳＡｂ）,340,11025,893,937,951,987,969,894,875,873,941,973,827,905
D014,自己抗体検査,160163950,抗セントロメア抗体定性,184,12678,1070,1171,1042,1097,951,946,1011,1001,1035,1212,1091,1051
D014,自己抗体検査,160164050,抗カルジオリピン抗体,239,48859,3936,4039,4000,4362,4002,3777,4196,4067,4121,4324,3992,4043
D014,自己抗体検査,160167850,抗好中球細胞質ミエロペルオキシダーゼ抗体（ＭＰＯ－ＡＮＣＡ）,273,218210,17988,18543,17667,19243,18417,17071,18116,17886,18192,19943,17313,17831
D014,自己抗体検査,160168750,抗ガラクトース欠損ＩｇＧ抗体定性,117,668,66,61,51,63,56,55,55,56,58,42,48,57
D014,自己抗体検査,160169050,抗糸球体基底膜抗体（抗ＧＢＭ抗体）,277,37369,3138,3182,2931,3140,2997,2807,3033,3155,3216,3630,3022,3118
D014,自己抗体検査,160169150,ループスアンチコアグラント定性,281,24770,2062,2121,1953,2197,1997,1971,2183,2061,2083,2187,1981,1974
D014,自己抗体検査,160173150,マトリックスメタロプロテイナーゼ－３（ＭＭＰ－３）,116,74661,6204,6417,6202,6679,6445,6031,6266,6033,6234,6277,5822,6051
D014,自己抗体検査,160173250,抗ＬＫＭ－１抗体,221,3865,268,352,333,380,347,307,333,305,320,305,299,316
D014,自己抗体検査,160175250,抗デスモグレイン１抗体,300,5457,458,473,450,508,517,451,415,375,450,489,421,450
D014,自己抗体検査,160175350,抗デスモグレイン３抗体,270,3386,295,259,284,322,314,251,254,244,270,332,281,280
D014,自己抗体検査,160176750,抗甲状腺マイクロゾーム抗体半定量,37,4638,415,386,402,444,397,338,383,389,356,397,353,378
D014,自己抗体検査,160181150,抗シトルリン化ペプチド抗体定性,210,49168,3984,4180,4005,4393,4117,3782,4099,3976,4031,4600,3961,4040
D014,自己抗体検査,160181450,抗ＧＭ１ＩｇＧ抗体,460,4150,292,323,376,398,323,330,363,296,360,381,352,356
D014,自己抗体検査,160181550,抗ＧＱ１ｂＩｇＧ抗体,460,4061,281,292,365,376,342,328,350,300,369,377,350,331
D014,自己抗体検査,160181650,抗ＢＰ１８０－ＮＣ１６ａ抗体,270,14932,1256,1280,1236,1346,1240,1221,1225,1142,1195,1305,1187,1299
D014,自己抗体検査,160182510,抗核抗体（蛍光抗体法）定性,105,88976,7286,7667,7289,7995,7560,7147,7412,7403,7242,7781,6921,7273
D014,自己抗体検査,160182610,抗グルタミン酸レセプター抗体,970,176,18,0,13,15,15,14,17,0,15,15,21,14
D014,自己抗体検査,160185410,ＩｇＧ４,377,79841,6313,6513,6664,7290,6852,6316,6736,6535,6685,6946,6220,6771
D014,自己抗体検査,160188550,抗ＲＮＡポリメラーゼ３抗体,170,8050,662,680,683,717,637,534,640,640,683,780,682,712
D014,自己抗体検査,160195610,リウマトイド因子（ＲＦ）定量,30,263200,22026,22697,21728,23250,22344,20759,21763,21249,21771,23615,20618,21380
D014,自己抗体検査,160195710,抗核抗体（蛍光抗体法）半定量,105,155935,12950,13053,12846,13814,13472,12303,13075,12702,12812,13977,12161,12770
D014,自己抗体検査,160195810,抗核抗体（蛍光抗体法）定量,105,33598,2724,2877,2832,3105,2884,2727,2795,2690,2724,2969,2631,2640
D014,自己抗体検査,160195910,抗ガラクトース欠損ＩｇＧ抗体定量,117,1010,81,96,91,89,95,73,77,78,79,90,84,77
D014,自己抗体検査,160196010,抗Ｊｏ－１抗体半定量,144,3934,348,360,325,331,325,322,322,314,325,350,284,328
D014,自己抗体検査,160196110,抗Ｊｏ－１抗体定量,144,12067,1079,1054,1047,1108,1007,899,951,936,983,1151,937,915
D014,自己抗体検査,160196210,抗ＲＮＰ抗体半定量,144,5745,478,476,488,447,493,453,485,496,475,541,439,474
D014,自己抗体検査,160196310,抗ＲＮＰ抗体定量,144,25664,2164,2173,2137,2342,2061,1906,2031,2132,2161,2427,2107,2023
D014,自己抗体検査,160196410,抗Ｓｍ抗体半定量,155,5447,488,469,496,433,438,397,458,431,442,520,416,459
D014,自己抗体検査,160196510,抗Ｓｍ抗体定量,155,23942,1964,2039,1953,2197,2003,1811,1972,1912,1978,2196,1973,1944
D014,自己抗体検査,160196610,抗ＳＳ－Ａ／Ｒｏ抗体半定量,163,11642,977,1001,955,964,959,943,986,967,963,1099,892,936
D014,自己抗体検査,160196710,抗ＳＳ－Ａ／Ｒｏ抗体定量,163,52870,4259,4384,4363,4718,4413,4166,4300,4308,4335,4950,4370,4304
D014,自己抗体検査,160196810,抗ＳＳ－Ｂ／Ｌａ抗体半定量,161,8939,737,784,758,760,749,734,759,716,740,844,664,694
D014,自己抗体検査,160196910,抗ＳＳ－Ｂ／Ｌａ抗体定量,161,40865,3291,3434,3422,3688,3458,3193,3302,3305,3362,3853,3276,3281
D014,自己抗体検査,160197010,抗Ｓｃｌ－７０抗体半定量,162,5396,419,444,423,424,399,392,431,464,474,576,443,507
D014,自己抗体検査,160197110,抗Ｓｃｌ－７０抗体定量,162,21847,1858,1834,1816,1980,1710,1620,1724,1716,1861,2093,1849,1786
D014,自己抗体検査,160197210,抗ＤＮＡ抗体定量,172,68217,5693,5916,5648,6239,5710,5340,5643,5619,5443,6175,5404,5387
D014,自己抗体検査,160197310,抗セントロメア抗体定量,184,14394,1205,1234,1166,1220,1140,1062,1130,1145,1233,1387,1223,1249
D014,自己抗体検査,160197410,抗シトルリン化ペプチド抗体定量,210,45158,3740,3901,3583,4010,3862,3484,3701,3630,3702,4204,3688,3653
D014,自己抗体検査,160197510,抗ミトコンドリア抗体定量,200,35041,2751,2904,2917,3185,3224,2825,2973,2873,2914,2956,2726,2793
D014,自己抗体検査,160197610,ループスアンチコアグラント定量,281,25648,1970,2121,2083,2367,2200,1972,2115,2150,2130,2252,2108,2180
D014,自己抗体検査,160197710,抗好中球細胞質プロテイナーゼ３抗体（ＰＲ３－ＡＮＣＡ）,275,145447,11754,12134,11726,12694,12212,11270,12066,12003,12275,13465,11753,12095
D014,自己抗体検査,160202250,抗アクアポリン４抗体,1000,9286,755,781,745,865,750,705,835,788,796,761,754,751
D014,自己抗体検査,160202350,抗筋特異的チロシンキナーゼ抗体,1000,4315,313,312,377,402,374,343,408,379,350,342,349,366
D014,自己抗体検査,160202650,抗ＡＲＳ抗体,190,42294,3442,3412,3282,3535,3255,3049,3309,3379,3672,4491,3758,3710
D014,自己抗体検査,160203310,抗ミトコンドリア抗体半定量,191,7192,573,607,587,732,580,585,629,570,594,599,573,563
D014,自己抗体検査,160205150,ＩｇＧ２（ネフェロメトリー法によるもの）,388,1026,75,109,106,89,90,74,95,76,85,77,90,60
D014,自己抗体検査,160205750,ＩｇＧ２（ＴＩＡ法によるもの）,239,421,43,39,50,48,45,25,30,28,38,24,17,34
D014,自己抗体検査,160209150,抗ＭＤＡ５抗体,270,14497,1138,1115,1078,1149,1046,985,1192,1166,1310,1607,1352,1359
D014,自己抗体検査,160209250,抗Ｍｉ－２抗体,270,5305,407,422,438,454,404,351,455,437,500,503,481,453
D014,自己抗体検査,160209350,抗ＴＩＦ１－γ抗体,270,5877,428,473,491,496,450,401,521,478,536,580,522,501
D014,自己抗体検査,160211910,抗ＨＬＡ抗体（スクリーニング検査）,1000,1105,71,69,78,107,113,93,101,97,87,101,99,89
D014,自己抗体検査,160212010,抗ＨＬＡ抗体（抗体特異性同定検査）,5000,397,22,19,18,38,41,35,45,44,34,40,32,29
D014,自己抗体検査,160215450,抗デスモグレイン１抗体、抗デスモグレイン３抗体及び抗ＢＰ１８０－ＮＣ１６ａ抗体同時測定,490,124,0,10,12,11,12,18,0,13,11,0,0,10
D014,自己抗体検査,160215950,遊離メタネフリン・遊離ノルメタネフリン分画,320,335,0,0,0,0,0,0,33,39,49,65,71,70
D015,血漿蛋白免疫学的検査,160004910,Ｂｅｎｃｅ　Ｊｏｎｅｓ蛋白同定（尿）,203,36297,2947,2970,2958,3237,3040,2740,3002,3034,2965,3349,2980,3075
D015,血漿蛋白免疫学的検査,160020810,グルコース－６－ホスファターゼ（Ｇ－６－Ｐａｓｅ）,30,0,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160028410,セルロプラスミン,90,11244,863,816,865,1039,936,971,1032,955,954,982,879,952
D015,血漿蛋白免疫学的検査,160029610,α１－マイクログロブリン,140,4120,347,301,385,433,338,324,338,316,331,359,307,341
D015,血漿蛋白免疫学的検査,160036610,β２－マイクログロブリン,107,204926,18088,16796,17362,18380,16793,16298,17177,15734,17930,17803,15732,16833
D015,血漿蛋白免疫学的検査,160054610,Ｃ反応性蛋白（ＣＲＰ）定性,16,953533,83868,81644,79555,83244,81005,77182,78501,78321,81723,79190,73961,75339
D015,血漿蛋白免疫学的検査,160054710,Ｃ反応性蛋白（ＣＲＰ）,16,37813132,3197596,3146812,3036297,3317181,3257574,3068955,3163750,3102428,3250596,3206451,2977351,3088141
D015,血漿蛋白免疫学的検査,160054810,クリオグロブリン定性,42,16861,1383,1393,1396,1518,1401,1244,1420,1511,1424,1463,1357,1351
D015,血漿蛋白免疫学的検査,160054910,血清補体価（ＣＨ５０）,38,191535,16063,16295,15859,17454,16446,15446,15818,15498,15843,16693,14796,15324
D015,血漿蛋白免疫学的検査,160055010,免疫グロブリン（ＩｇＡ）,38,557999,46336,47179,45989,50779,48074,45694,47320,44815,46443,48153,42559,44658
D015,血漿蛋白免疫学的検査,160055110,免疫グロブリン（ＩｇＤ）,38,534,107,63,51,52,39,37,45,34,34,22,30,20
D015,血漿蛋白免疫学的検査,160055210,免疫グロブリン（ＩｇＧ）,38,770435,64228,65222,63451,70003,66002,62740,65045,61889,64092,66138,59213,62412
D015,血漿蛋白免疫学的検査,160055310,免疫グロブリン（ＩｇＭ）,38,591993,48974,50206,48811,53951,51077,48399,50352,47476,49341,50983,45079,47344
D015,血漿蛋白免疫学的検査,160055710,トランスサイレチン（プレアルブミン）,107,338811,28474,27164,27596,30574,28429,27570,28042,27717,28356,28330,26935,29624
D015,血漿蛋白免疫学的検査,160055810,Ｃ３プロアクチベータ,160,15,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160056110,特異的ＩｇＥ半定量・定量,110,66542,5912,6064,5946,6283,6020,6194,6210,5709,4959,4466,4496,4283
D015,血漿蛋白免疫学的検査,160056210,ヘモペキシン,180,20,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160056310,ハプトグロビン（型補正を含む。）,140,64647,5250,5406,5241,5903,5463,5195,5419,5334,5368,5488,4967,5613
D015,血漿蛋白免疫学的検査,160056610,Ｃ１インアクチベータ,276,1476,122,125,135,149,136,131,128,133,110,85,106,116
D015,血漿蛋白免疫学的検査,160104350,ＡＰＲスコア定性,191,27890,2223,2352,2469,2376,2605,2376,2613,2226,2197,2230,2098,2125
D015,血漿蛋白免疫学的検査,160114310,赤血球コプロポルフィリン定性,30,0,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160114410,赤血球プロトポルフィリン定性,34,0,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160118810,非特異的ＩｇＥ半定量,100,65831,5618,5576,5502,6100,5668,5605,5902,5635,5162,5278,4951,4834
D015,血漿蛋白免疫学的検査,160118910,レチノール結合蛋白（ＲＢＰ）,136,55805,4702,4505,4684,5166,4929,4668,4666,4623,4433,4516,4269,4644
D015,血漿蛋白免疫学的検査,160124350,Ｃ３,70,228106,18946,19300,18692,20826,19518,18239,19068,18604,18884,19864,17785,18380
D015,血漿蛋白免疫学的検査,160124450,Ｃ４,70,221632,18398,18703,18190,20205,18922,17689,18507,18083,18349,19387,17331,17868
D015,血漿蛋白免疫学的検査,160124550,トランスフェリン（Ｔｆ）,60,88579,7681,7449,7209,7853,7563,7080,7275,7325,7127,7377,6974,7666
D015,血漿蛋白免疫学的検査,160134450,α１－マイクログロブリン（尿）,140,19134,1724,1539,1593,1759,1680,1467,1598,1519,1573,1656,1480,1546
D015,血漿蛋白免疫学的検査,160137550,β２－マイクログロブリン（尿）,107,219985,18705,17501,18114,20298,19485,17044,18192,18021,18902,18397,17372,17954
D015,血漿蛋白免疫学的検査,160143850,アトピー鑑別試験定性,194,713,50,54,51,68,61,55,91,67,49,60,48,59
D015,血漿蛋白免疫学的検査,160156550,癌胎児性フィブロネクチン定性（頸管腟分泌液）,204,18114,1537,1562,1559,1734,1629,1529,1574,1403,1455,1405,1329,1398
D015,血漿蛋白免疫学的検査,160159150,免疫グロブリンＬ鎖κ／λ比,330,1904,156,147,169,173,159,138,178,159,155,156,153,161
D015,血漿蛋白免疫学的検査,160160250,血清アミロイドＡ蛋白（ＳＡＡ）,47,69091,5746,5636,6013,6509,5903,5694,5668,5597,5801,5592,5357,5575
D015,血漿蛋白免疫学的検査,160162950,アレルゲン刺激性遊離ヒスタミン（ＨＲＴ）,159,0,0,0,0,0,0,0,0,0,0,0,0,0
D015,血漿蛋白免疫学的検査,160167650,アレルゲン刺激性遊離ヒスタミン（ＨＲＴ）（９種類以上）,1430,755,60,72,58,70,53,63,72,67,67,52,67,54
D015,血漿蛋白免疫学的検査,160177450,結核菌特異的インターフェロン－γ産生能,630,185917,15238,15776,15268,16744,15826,14757,15735,15138,15197,16505,14531,15202
D015,血漿蛋白免疫学的検査,160184350,ＴＡＲＣ,189,12349,1045,1047,979,1234,1191,1037,1068,972,968,923,958,927
D015,血漿蛋白免疫学的検査,160189350,免疫グロブリン遊離Ｌ鎖κ／λ比,400,40493,3212,3257,3249,3578,3335,3208,3457,3311,3268,3671,3347,3600
D015,血漿蛋白免疫学的検査,160197810,クリオグロブリン定量,42,1467,120,112,127,144,116,124,114,111,140,133,112,114
D015,血漿蛋白免疫学的検査,160197910,非特異的ＩｇＥ定量,100,90488,7683,7799,7667,8394,7922,7727,7946,7460,7240,7251,6654,6745
D015,血漿蛋白免疫学的検査,160212110,免疫電気泳動法（抗ヒト全血清）,170,21209,1811,1851,1776,1967,1784,1653,1778,1663,1748,1814,1687,1677
D015,血漿蛋白免疫学的検査,160212210,免疫電気泳動法（特異抗血清）,230,38771,3076,3137,3155,3451,3248,2942,3268,3255,3213,3581,3146,3299
D016,細胞機能検査,160056710,顆粒球スクリーニング検査（種目数にかかわらず一連につき）,220,181,11,11,0,0,0,14,18,24,18,18,19,30
D016,細胞機能検査,160056810,顆粒球機能検査（種目数にかかわらず一連につき）,200,247,14,21,10,18,17,26,20,26,21,18,29,27
D016,細胞機能検査,160056910,Ｂ細胞表面免疫グロブリン,161,5198,438,468,413,495,458,411,470,403,453,434,348,407
D016,細胞機能検査,160057210,Ｔ細胞サブセット検査（一連につき）,194,35689,2991,2982,2993,3243,2882,2826,2976,2969,2990,3066,2856,2915
D016,細胞機能検査,160057310,Ｔ細胞・Ｂ細胞百分率,204,18245,1565,1567,1560,1654,1500,1368,1481,1460,1473,1555,1453,1609
D016,細胞機能検査,160175710,赤血球表面抗原検査,270,1550,107,126,154,133,146,141,133,130,138,124,119,99
D016,細胞機能検査,160212310,リンパ球刺激試験（ＬＳＴ）（１薬剤）,345,9338,808,797,814,872,773,737,808,750,696,778,758,747
D016,細胞機能検査,160212410,リンパ球刺激試験（ＬＳＴ）（２薬剤）,425,3535,278,325,281,367,286,302,293,292,261,281,276,293
D016,細胞機能検査,160212510,リンパ球刺激試験（ＬＳＴ）（３薬剤以上）,515,4321,341,336,360,388,357,366,370,353,346,330,349,425
D017,排泄物、滲出物又は分泌物の細菌顕微鏡検査,160057510,細菌顕微鏡検査（蛍光顕微鏡、位相差顕微鏡、暗視野装置等を使用するもの）,50,577433,49625,48938,47291,51740,49426,45427,48713,47878,48738,50756,44262,44639
D017,排泄物、滲出物又は分泌物の細菌顕微鏡検査,160057710,細菌顕微鏡検査（その他のもの）,61,4873448,407913,411970,397594,434558,426609,400356,410351,399438,411943,415415,373164,384137
D017,排泄物、滲出物又は分泌物の細菌顕微鏡検査,160057850,細菌顕微鏡検査（保温装置使用アメーバ検査）,45,502,38,41,38,54,47,35,47,41,44,34,28,55
D018,細菌培養同定検査,160058210,細菌培養同定検査（口腔からの検体）,160,552133,47622,47652,44814,49037,47532,45851,46382,45300,46327,46901,42134,42581
D018,細菌培養同定検査,160058310,細菌培養同定検査（消化管からの検体）,180,633372,53810,53686,53332,57545,57096,52418,53876,50871,52754,51246,47202,49536
D018,細菌培養同定検査,160058410,細菌培養同定検査（泌尿器からの検体）,170,1649197,133985,137032,133176,146078,146349,136870,139523,135601,139662,140883,127718,132320
D018,細菌培養同定検査,160058610,細菌培養同定検査（血液）,210,3656014,295216,305291,294548,321495,326708,306578,308597,300204,312913,316740,282398,285326
D018,細菌培養同定検査,160058710,細菌培養同定検査（その他の部位からの検体）,160,778541,65035,63838,64141,70369,67865,64601,67173,62254,65563,62777,60549,64376
D018,細菌培養同定検査,160058810,簡易培養,60,42393,3631,3602,3369,3844,3584,3361,3480,3458,3537,3720,3377,3430
D018,細菌培養同定検査,160144410,細菌培養同定検査（気道からの検体）,160,973069,84187,83958,78858,86035,83159,78490,81515,81012,83047,85504,73745,73559
D018,細菌培養同定検査,160144510,細菌培養同定検査（呼吸器からの検体）,160,990606,85560,84623,79423,87173,84507,80426,83129,82723,85279,87300,75290,75173
D018,細菌培養同定検査,160144610,細菌培養同定検査（生殖器からの検体）,170,130787,11247,11601,11320,12089,11608,10649,11092,10560,10429,10218,9623,10351
D018,細菌培養同定検査,160144710,細菌培養同定検査（穿刺液）,210,380499,32141,32122,30973,33903,33035,30812,31845,31207,32378,32286,29318,30479
D019,細菌薬剤感受性検査,160146210,細菌薬剤感受性検査（１菌種）,170,2000117,163676,170214,163656,180098,181569,167190,170420,162686,164928,168985,150685,156010
D019,細菌薬剤感受性検査,160146310,細菌薬剤感受性検査（２菌種）,220,562761,44869,46491,45539,50299,50854,48115,49423,47273,46826,46412,42286,44374
D019,細菌薬剤感受性検査,160146410,細菌薬剤感受性検査（３菌種以上）,280,249795,19482,19718,20090,22096,22723,21824,22227,21411,20730,20423,18644,20427
D019-2,酵母様真菌薬剤感受性検査,160164450,酵母様真菌薬剤感受性検査,150,16702,1276,1296,1261,1311,1451,1359,1508,1448,1572,1446,1327,1447
D020,抗酸菌分離培養検査,160059210,抗酸菌分離培養（液体培地法）（酸素感受性蛍光センサーによるもの）,280,466763,39721,39160,37901,41770,40108,36726,39078,39145,39956,41693,35624,35881
D020,抗酸菌分離培養検査,160169910,抗酸菌分離培養（それ以外のもの）,204,295704,26205,26203,24778,26953,25007,22843,24212,23946,24822,26195,22525,22015
D020,抗酸菌分離培養検査,160172250,抗酸菌分離培養（液体培地法）（二酸化炭素センサーによるもの）,280,38414,3467,3224,3046,3413,3214,2923,3435,3370,3302,3424,2832,2764
D020,抗酸菌分離培養検査,160172350,抗酸菌分離培養（液体培地法）（酸化還元呈色色素によるもの）,280,49594,4226,4344,4091,4327,4205,3831,4246,4222,4163,4362,3727,3850
D021,抗酸菌同定,160059410,抗酸菌同定（種目数にかかわらず一連につき）,361,26410,2189,2362,2147,2403,2246,2089,2201,2253,2219,2302,2028,1971
D022,抗酸菌薬剤感受性検査,160059610,抗酸菌薬剤感受性検査（培地数に関係なく）,380,32802,2707,2819,2808,3066,2878,2589,2735,2689,2771,2756,2447,2537
D023,微生物核酸同定・定量検査,160142150,マイコバクテリウム・アビウム及びイントラセルラー（ＭＡＣ）核酸検出,421,191439,15972,16279,15722,17021,16309,14754,16090,16232,16492,17055,14676,14837
D023,微生物核酸同定・定量検査,160152150,抗酸菌核酸同定,410,32987,2884,2887,2865,3060,2870,2523,2790,2741,2750,2791,2414,2412
D023,微生物核酸同定・定量検査,160156650,ブドウ球菌メチシリン耐性遺伝子検出,450,1125,52,63,74,91,97,91,86,83,100,116,140,132
D023,微生物核酸同定・定量検査,160157850,結核菌群核酸検出,410,361088,31834,31050,29806,32023,30430,27959,29794,30057,30952,32093,27554,27536
D023,微生物核酸同定・定量検査,160158450,ＨＣＶ核酸定量,437,31841,2585,2594,2752,2999,2749,2524,2710,2633,2572,2703,2449,2571
D023,微生物核酸同定・定量検査,160158650,クラミジア・トラコマチス核酸検出,204,9980,891,885,795,866,882,837,867,811,804,838,744,760
D023,微生物核酸同定・定量検査,160159750,ＨＣＶ核酸検出,360,291,25,18,35,27,20,20,24,20,26,24,28,24
D023,微生物核酸同定・定量検査,160160350,ＨＢＶ核酸定量,279,150855,12185,12440,12238,13359,12491,12078,12787,12302,12414,13187,12218,13156
D023,微生物核酸同定・定量検査,160163650,ＨＩＶ－１核酸定量,520,2621,242,231,209,230,248,208,237,201,225,205,174,211
D023,微生物核酸同定・定量検査,160164150,淋菌核酸検出,204,2789,222,215,222,279,267,248,251,240,251,217,181,196
D023,微生物核酸同定・定量検査,160173350,細菌核酸検出（白血球）（１菌種あたり）,130,23,0,0,0,0,0,0,0,0,0,0,0,0
D023,微生物核酸同定・定量検査,160174550,結核菌群リファンピシン耐性遺伝子検出,850,583,46,50,50,44,51,44,50,65,34,50,47,52
D023,微生物核酸同定・定量検査,160175150,ＨＢＶ核酸プレコア変異及びコアプロモーター変異検出,450,588,51,34,48,55,43,49,59,53,43,36,46,71
D023,微生物核酸同定・定量検査,160175550,ＳＡＲＳコロナウイルス核酸検出,450,516,0,0,0,0,0,0,0,0,0,0,0,511
D023,微生物核酸同定・定量検査,160177650,淋菌及びクラミジア・トラコマチス同時核酸検出,286,9199,730,838,805,884,787,753,798,719,719,742,690,734
D023,微生物核酸同定・定量検査,160178710,ＨＩＶジェノタイプ薬剤耐性,6000,112,10,11,0,15,0,0,12,10,0,0,0,11
D023,微生物核酸同定・定量検査,160185610,ＨＰＶ核酸検出,360,230,24,11,21,29,14,13,19,16,27,18,17,21
D023,微生物核酸同定・定量検査,160189150,ＨＰＶジェノタイプ判定,2000,100,0,0,0,11,13,11,0,11,0,11,0,0
D023,微生物核酸同定・定量検査,160189550,レジオネラ核酸検出,292,2395,152,187,191,211,193,168,176,203,198,246,220,250
D023,微生物核酸同定・定量検査,160189650,マイコプラズマ核酸検出,300,23985,1674,1708,1682,1648,1590,1855,2188,2544,2511,2119,2272,2194
D023,微生物核酸同定・定量検査,160198010,インフルエンザ核酸検出,410,43,0,0,0,0,0,0,0,0,0,15,0,0
D023,微生物核酸同定・定量検査,160201350,結核菌群ピラジナミド耐性遺伝子検出,850,44,0,0,0,0,0,0,14,0,0,0,0,0
D023,微生物核酸同定・定量検査,160201450,ＨＰＶ核酸検出（簡易ジェノタイプ判定）,360,55,0,0,0,0,0,0,0,0,0,0,0,0
D023,微生物核酸同定・定量検査,160202150,結核菌群イソニアジド耐性遺伝子検出,850,21,0,0,0,0,0,0,0,0,0,0,0,0
D023,微生物核酸同定・定量検査,160206710,ＨＴＬＶ－１核酸検出,450,89,0,0,0,0,0,0,0,0,10,0,0,0
D023,微生物核酸同定・定量検査,160208710,単純疱疹ウイルス・水痘帯状疱疹ウイルス核酸定量,450,3978,244,265,276,340,319,368,383,368,371,335,330,379
D023,微生物核酸同定・定量検査,160209450,百日咳菌核酸検出,360,3423,263,282,329,349,299,299,309,304,271,231,256,231
D023,微生物核酸同定・定量検査,160210150,細菌核酸・薬剤耐性遺伝子同時検出,1700,1742,99,147,132,126,174,135,114,150,179,152,154,180
D023,微生物核酸同定・定量検査,160210450,サイトメガロウイルス核酸検出,850,4176,281,317,311,369,361,344,349,348,399,378,346,373
D023,微生物核酸同定・定量検査,160212710,ＥＢウイルス核酸定量,310,8139,586,589,592,753,689,614,711,690,721,698,724,772
D023,微生物核酸同定・定量検査,160216150,クロストリジオイデス・ディフィシルのトキシンＢ遺伝子検出,450,91,0,0,0,0,0,14,13,10,0,10,12,14
D023,微生物核酸同定・定量検査,160216850,ウイルス・細菌核酸多項目同時検出,963,0,0,0,0,0,0,0,0,0,0,0,0,0
D023,微生物核酸同定・定量検査,160223350,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託）,1800,153,0,0,0,0,0,0,0,0,0,0,0,153
D023,微生物核酸同定・定量検査,160223450,ＳＡＲＳ－ＣｏＶ－２核酸検出（検査委託以外）,1350,124,0,0,0,0,0,0,0,0,0,0,0,124
D023-2,その他の微生物学的検査,160162650,大腸菌ベロトキシン定性,194,12003,1019,1031,1090,1153,1076,1041,957,931,1001,970,889,845
D023-2,その他の微生物学的検査,160172850,尿素呼気試験（ＵＢＴ）,70,7662,709,648,707,726,636,615,654,619,575,583,607,583
D023-2,その他の微生物学的検査,160173050,黄色ブドウ球菌ペニシリン結合蛋白２’（ＰＢＰ２’）定性,55,994,76,92,86,79,85,104,91,90,77,77,66,71
D024,動物使用検査,160059710,動物使用検査,170,0,0,0,0,0,0,0,0,0,0,0,0,0
D025,基本的検体検査実施料,160145410,基本的検体検査実施料（入院の日から起算して４週間以内）（１日につき）,140,9935095,828945,797908,835146,864831,851899,807849,839653,821015,840377,798617,811781,837074
D025,基本的検体検査実施料,160165310,基本的検体検査実施料（入院の日から起算して４週間超）（１日につき）,110,2497122,207555,220802,198255,212065,211452,201281,216232,211153,208041,204968,197044,208274
